stn_code,monitoring_location,year,type_water_body,state_name,temperature_min,temperature_max,dissolved_min,dissolved_max,ph_min,ph_max,conductivity_min,conductivity_max,bod_mg_min,bod_mgl_max,nitraten_mgl_min,nitraten_mgl_max,fecal_coliform_mpn100ml_min,fecal_coliform_mpn100ml_max
STN0385,,2013,Brackish,StateA,11.19297367,24.53312804,3.47835735,,6.050226011,7.414151618,69.38630679,190.2843251,1.951192384,4.646618405,2.767358881,14.09429504,11.24485897,307.022516
,River,2001,,,0.195416948,27.09992612,2.421972042,9.977187581,6.072901835,7.14231657,135.8816771,165.146716,,4.139937237,2.851434694,6.901287663,97.12685968,962.6457341
STN0126,Pond,2016,Freshwater,StateB,6.529226165,21.38847685,4.176789325,,6.402873283,7.138015185,,175.1236634,1.322437624,4.821405843,1.050535965,,182.5601601,258.1324701
STN0130,River,2013,Brackish,StateA,10.35423287,30.38119582,1.371962559,7.607228445,6.295290494,8.881569041,133.7908375,172.0913345,,4.166179044,3.711356961,,122.0726016,
STN0053,Canal,2012,Freshwater,StateB,1.757329983,,3.352809068,,6.232384323,8.013840876,135.8764279,295.9615197,2.942301815,3.72089737,0.125995474,5.778565196,,478.2578779
STN0172,,2008,Freshwater,StateB,7.012538624,,2.92389156,9.156867572,6.281004499,7.818824144,124.8355854,263.893876,2.124377622,3.284895826,,,49.94883585,696.1878792
STN0218,River,2024,Freshwater,StateA,0.664062176,,3.569302104,7.994892541,6.803482743,8.621757162,93.92106012,295.1642198,2.429506553,3.944755334,3.901063243,7.46961167,68.65509781,635.8408682
STN0160,River,2014,Marine,StateA,1.571569943,30.80023829,1.259414378,5.574664985,6.929228054,8.671651856,111.0546755,215.961073,1.136900905,3.289934503,2.819464605,13.59645345,170.4096832,300.5147939
STN0198,Reservoir,2024,Freshwater,StateA,7.938465524,37.60158175,3.31993515,5.469286424,6.405102695,7.664382066,66.03654061,191.7552722,1.835333992,3.530690852,1.305812163,6.688100058,111.8436264,431.782387
STN0416,River,2021,Freshwater,,2.654315081,33.01754738,3.245938352,9.548134097,6.906111002,8.387236115,117.3645417,269.7439796,1.23271697,,3.474765597,13.53942882,102.9484388,391.0014169
STN0247,Pond,2014,Marine,StateA,11.35081697,30.65915573,,8.346001315,6.321495701,8.542245632,67.92532557,198.9380877,2.225591671,4.332310671,,5.132288129,19.91594271,370.8342836
STN0324,Canal,,Freshwater,,13.78929938,26.48667506,3.413950666,9.146433997,6.476436986,8.309301374,119.3949591,194.9075061,2.876964316,4.5956153,3.981218047,10.11780457,3.205631291,528.9154692
STN0439,Canal,2010,Brackish,StateA,16.01173398,26.66003826,3.705871749,9.394894501,6.226028998,7.30319015,72.95981608,184.8758988,2.323555465,5.620855586,3.675125931,12.69442579,192.7370377,763.2251621
STN0203,,2015,Brackish,StateA,,33.3897391,,7.85886176,6.640476042,8.751766167,61.75513002,169.4518467,1.153606097,5.986706701,3.05053961,14.34795517,75.39723346,373.9623458
,,2016,Freshwater,StateC,3.349651645,39.88278722,2.079282881,7.587231759,6.978981115,8.078189105,66.52844901,,1.70933241,4.748143348,,,120.6426124,493.3431038
STN0123,Reservoir,2003,Marine,StateD,2.091356807,33.2367838,4.300197641,7.152137052,6.603493096,7.564944853,50.19921352,203.2979623,2.101326759,5.437421463,0.665910628,13.1962487,15.94301464,512.7339415
,Pond,2000,Brackish,StateB,12.72860499,31.15566835,2.993022729,6.584732939,6.357814084,7.850456371,121.8739618,251.0991312,1.806415512,3.980823073,1.306665089,13.8819135,,981.1652235
STN0255,,2007,Marine,StateA,,34.6130102,1.308233117,7.172979804,6.647817446,7.075142181,123.2401049,159.3847263,2.667288021,3.917231872,2.095497365,6.992196858,186.5133417,963.7330855
STN0294,Canal,2016,Marine,StateC,0.631722897,,,8.869398279,6.122920678,7.255733602,101.493335,181.5760409,2.629342009,4.208111163,,7.841842957,,
STN0280,Reservoir,2002,Brackish,StateC,18.72424492,21.20284685,2.336953275,8.009617155,6.88865908,8.531093501,66.13628011,271.353546,2.22366204,5.017521788,,7.889685249,25.22306448,
STN0325,River,2019,Marine,StateC,1.039425673,31.24593632,4.139587908,9.46261645,6.503083951,7.00002327,58.35543375,172.0382885,1.74691589,5.046575068,1.44092263,8.77053931,116.3443055,254.4298513
STN0372,Reservoir,2014,Brackish,StateB,10.82592671,39.15250569,,,6.449349742,7.833131657,51.91289664,201.396772,1.510672748,,0.032321789,8.933206704,153.2694426,453.5233102
STN0098,Reservoir,,,StateA,14.18121039,,4.154459859,8.035447894,6.585864788,8.045020362,66.5748177,279.6988383,1.211748636,3.399629772,2.48119611,10.44555325,81.28330731,413.4356395
STN0198,Canal,2023,,StateD,17.41938247,33.80009782,3.069076226,8.156537765,,7.10926884,139.0855535,173.2387967,1.709795367,4.897188769,1.428129943,6.598797634,175.9675496,604.7406401
STN0470,Lake,2021,Freshwater,StateD,14.28173864,24.01867377,2.760795992,7.958485812,6.071775806,8.946156326,74.15368417,162.4105253,1.826345034,3.384977587,3.673041504,11.91246664,129.7365907,822.1823281
STN0395,Pond,2013,Brackish,StateC,16.03456166,30.71655369,1.589810107,8.513168865,,7.452250662,85.42713272,222.6806993,2.35164585,4.735477525,0.119731326,6.675665393,179.8497837,886.6583511
STN0240,Pond,2022,Brackish,StateB,6.789003851,21.93352899,2.312771014,6.187167342,6.24193168,7.608397439,60.53454845,195.3629267,2.316319649,5.080266384,2.924139057,8.103084821,124.7010622,
STN0144,Canal,2013,Brackish,StateB,16.29650227,29.00741873,2.736077465,,,7.607885025,72.23613047,234.5112547,1.140216279,5.101834489,,,26.2575944,
STN0097,Reservoir,2023,Brackish,,1.602296928,35.12326658,1.354401719,5.521124014,6.822534794,7.460833324,101.9224571,270.5707336,1.790518631,5.260416332,0.872046336,12.96440562,61.93834222,749.7874748
STN0201,River,2001,,StateD,17.89633312,26.95143048,1.882447811,,6.803958508,7.002947644,110.7752683,170.5722732,1.363557734,5.618578265,2.358247454,12.39469233,40.35898965,450.267358
STN0124,Reservoir,2012,Freshwater,StateC,10.95184752,33.29823449,3.392901176,7.438335343,6.552500967,8.458689588,74.53523142,237.1048627,1.313625411,4.499876976,0.457109959,11.45534356,,248.7244346
STN0187,Canal,2013,Brackish,,16.3459554,35.90899922,3.942652457,8.261121298,6.520169892,8.933691,55.77321592,225.8263141,2.654604299,5.190747569,3.128409561,6.557732606,152.0800135,761.2522125
STN0326,Pond,2023,Marine,,9.04636569,38.54355639,4.993390046,9.752655263,6.142875961,,89.10328691,171.6118179,1.083830433,,2.752658403,10.47045346,135.2796738,207.8620421
STN0464,Reservoir,2018,,StateC,12.8715539,24.69284164,4.732453325,8.003255333,6.77534615,,73.42033709,243.5997728,1.838365752,3.559919819,2.036827621,5.874465018,60.19326393,527.34607
